*WEATHER DATA: GGCMI

@ INSI      LAT     LONG  ELEV   TAV   AMP REFHT WNDHT
 GGCMI    -9.25    34.75   -99  22.2  13.8
@DATE  SRAD  TMIN  TMAX  RAIN
82264  21.2  16.2  30.7   0.0
82265  23.6  14.4  31.1   0.0
82266  20.6  13.8  31.0   0.0
82267  20.3  15.5  31.6   0.0
82268  20.3  16.4  31.2   0.0
82269  22.7  17.1  30.3   0.0
82270  25.1  13.1  32.3   0.0
82271  21.1  13.3  30.7   0.0
82272  22.4  14.5  30.5   0.0
82273  27.3  12.9  32.2   0.0
82274  26.0  13.4  32.9   0.0
82275  23.8  14.9  31.9   0.0
82276  22.0  16.2  31.6   0.0
82277  20.6  18.2  31.8   0.0
82278  19.8  19.1  31.7   0.0
82279  17.1  18.8  29.6   0.2
82280  22.8  17.0  31.1   0.0
82281  19.2  15.5  30.8   0.0
82282  14.4  18.3  30.5   3.0
82283  22.0  17.1  30.7   0.0
82284  21.5  16.8  31.1   0.0
82285  21.8  17.4  31.6   0.0
82286  21.5  17.9  32.8   0.0
82287  21.6  18.5  33.1   0.0
82288  24.5  18.1  35.1   0.0
82289  25.9  17.5  34.8   0.0
82290  25.1  17.6  34.5   0.0
82291  24.4  18.5  33.0   0.0
82292  25.7  17.5  33.4   0.0
82293  29.3  15.7  33.4   0.0
82294  28.5  14.1  33.4   0.0
82295  25.9  16.0  34.0   0.0
82296  27.4  15.5  36.3   0.0
82297  27.0  16.8  35.7   0.0
82298  27.6  16.1  34.6   0.0
82299  28.7  16.0  34.6   0.0
82300  24.1  17.2  33.3   0.0
82301  16.9  20.0  31.7   0.2
82302  21.7  19.5  33.0   6.9
82303  21.7  19.8  32.2   2.3
82304  21.5  20.1  31.9   0.0
82305  26.7  16.7  32.8   0.0
82306  24.5  18.3  33.4   0.0
82307  22.6  18.4  33.0   0.0
82308  23.5  17.5  32.0   0.0
82309  26.1  16.7  33.5   0.0
82310  24.7  17.5  33.6   0.0
82311  25.2  18.9  34.7   0.0
82312  23.5  18.9  34.2   0.0
82313  25.0  19.5  35.3   0.0
82314  25.7  18.7  34.8   0.0
82315  26.6  18.7  35.8   0.0
82316  28.1  18.5  35.1   0.0
82317  25.6  18.3  34.9   0.0
82318  26.7  18.2  35.1   0.0
82319  26.4  17.6  33.7   0.0
82320  27.7  17.5  35.7   0.0
82321  24.5  20.1  34.0   0.0
82322  18.6  19.5  31.2   2.0
82323  22.0  19.4  32.1   0.0
82324  23.6  19.7  34.8   0.0
82325  18.7  20.0  35.3   0.0
82326  24.9  20.2  36.5   0.0
82327  23.4  21.4  34.7   1.8
82328  22.1  20.8  32.4   9.4
82329  21.9  20.8  31.9   0.1
82330  21.3  21.0  31.7   0.0
82331  23.5  21.2  34.4   0.0
82332  20.1  21.3  31.9   0.0
82333  20.2  22.0  31.6   1.6
82334  21.4  21.0  34.1   0.1
82335  21.4  20.1  34.2   0.0
82336  22.7  19.6  33.6   0.5
82337  24.1  18.9  34.9   0.0
82338  25.7  20.5  34.0   0.0
82339  19.5  21.2  34.7   1.8
82340  23.2  20.5  31.6   0.6
82341  23.0  21.0  31.8   0.8
82342  25.2  19.6  34.3   0.0
82343  26.1  20.5  34.3   0.0
82344  26.4  20.6  34.2   0.0
82345  22.8  21.1  32.6   1.6
82346  21.5  20.6  31.7   1.4
82347  17.3  21.1  31.1  10.2
82348  25.7  19.8  33.2   0.0
82349  27.8  19.2  33.8   0.0
82350  27.1  18.8  33.7   0.1
82351  20.8  20.2  32.7   0.0
82352  24.0  21.1  34.7   9.6
82353  20.9  20.7  34.0  30.1
82354  20.5  21.0  32.5   0.0
82355  22.4  21.9  32.7   0.0
82356  16.3  21.1  30.3   7.2
82357  20.9  22.1  37.3  11.7
82358  20.3  22.3  32.0  11.1
82359  16.6  22.8  32.3  17.8
82360   6.9  22.0  27.3  45.6
82361  20.3  20.8  30.0   0.3
82362  20.4  22.0  33.5  24.5
82363  13.5  21.5  29.3  24.4
82364  18.4  21.1  29.6   6.6
82365  18.1  21.3  36.7  10.4
83001  21.5  21.5  30.0   0.0
83002  20.0  21.4  29.5   8.2
83003  13.3  21.4  28.9  15.5
83004  15.5  21.6  28.7   8.2
83005  13.6  21.9  29.3  11.1
83006  13.7  21.8  29.5   3.6
83007  20.5  21.3  31.1   0.0
83008  18.8  20.9  33.2   8.2
83009  17.1  21.4  29.9   8.7
83010  13.9  21.4  28.6   6.9
83011  16.7  21.3  29.2   1.0
83012  16.7  20.5  28.0   6.6
83013  16.7  21.4  27.9   8.7
83014  17.8  21.1  28.6  13.7
83015  18.5  21.2  31.2  12.3
83016  16.7  21.7  36.2  17.0
83017   4.0  21.0  24.7  14.4
83018  13.5  21.1  28.3  29.2
83019  15.3  21.0  28.8  14.8
83020  17.0  21.7  28.9   7.4
83021  16.4  21.5  32.0   8.7
83022  21.0  21.6  30.9   0.0
83023  21.2  21.4  31.8  15.3
83024  21.3  22.1  33.4   8.7
83025  18.4  21.5  30.7   4.8
83026  18.4  21.4  32.8   0.0
83027  14.1  22.2  30.8   0.0
83028  18.6  21.4  31.8   3.9
83029  18.5  22.2  30.5   5.8
83030  14.3  21.8  32.9  31.4
83031  14.6  21.4  28.1  29.1
83032  19.5  21.3  32.2   0.2
83033  17.3  21.4  28.8  34.3
83034  16.4  21.8  28.8   1.6
83035  17.0  21.6  29.3   7.9
83036  20.5  20.7  30.9   0.0
83037  18.6  21.3  34.4   5.6
83038  17.5  21.5  35.5   7.2
83039  17.7  21.9  30.3  12.3
83040  18.0  22.1  31.1  12.3
83041  17.8  21.4  35.0   4.9
83042  20.5  21.7  31.4   0.0
83043  21.3  21.9  33.1   0.0
83044  22.6  20.4  34.3   0.0
83045  20.2  21.5  33.9   0.0
83046  20.0  21.2  32.9   0.0
83047  19.7  22.2  31.4   4.2
83048  20.5  21.8  30.3   8.8
83049  20.9  21.0  30.0  19.7
83050  14.4  21.9  29.0  17.3
83051  15.4  21.3  30.3  15.2
83052  19.5  20.8  30.1  16.1
83053  17.4  21.3  30.7  14.2
83054  18.2  21.7  31.0   0.0
83055  22.9  21.2  32.1   0.0
83056  20.7  21.8  33.2   1.6
83057  24.8  21.0  31.8   1.1
83058  16.2  21.9  29.4   0.5
83059  20.7  21.2  30.0   0.0
83060  22.1  21.1  32.0  21.7
83061  17.7  21.2  34.5  25.8
83062   9.6  22.3  28.5  25.9
83063  15.1  21.3  28.6  19.2
83064   4.4  21.5  27.0  38.8
83065  19.5  20.0  33.8  30.2
83066  15.3  20.9  29.6  15.1
83067  17.6  21.1  30.1  20.9
83068  19.6  20.7  31.3  15.5
83069  15.0  21.0  30.9   0.0
83070  19.5  21.3  37.4  12.2
83071  15.6  20.9  29.3  14.1
83072  19.8  20.8  30.7   0.0
83073  18.3  21.0  30.2  14.3
83074  19.0  20.7  32.6  16.4
83075  20.4  21.4  32.3  15.9
83076  24.0  21.5  34.8   0.0
83077  27.2  19.9  35.0   0.0
83078  23.3  19.8  32.3   4.9
83079  20.0  20.5  31.1   0.0
83080  20.9  20.5  31.0  10.5
83081  17.2  21.2  29.5  13.0
83082  18.6  20.8  29.9  10.1
83083  21.5  21.5  30.8   0.2
83084  20.5  20.5  30.9   7.2
83085  19.5  21.4  30.0   5.2
83086  17.8  21.1  29.1  11.1
83087  19.3  20.9  29.8   9.9
83088  15.6  21.1  27.5  14.8
83089  15.4  20.6  28.2  11.3
83090  18.6  21.1  28.6   9.5
83091  13.0  21.5  28.4  14.6
83092  12.7  21.1  28.9   9.6
83093  13.3  20.6  28.9   2.2
83094  12.5  20.8  31.7   0.0
83095  15.3  20.8  30.5   0.0
83096  17.0  20.9  28.8   7.8
83097   9.0  21.5  28.4  10.9
83098  14.7  20.9  28.2   6.8
83099  17.1  20.6  29.2   0.0
83100  19.1  20.0  28.8   0.0
83101  20.5  18.3  29.8   0.0
83102  19.1  20.2  30.0   0.0
83103  17.2  19.6  29.1   1.5
83104  20.7  19.9  30.1   4.9
83105  20.3  18.4  29.6   0.0
83106  23.5  16.3  30.5   0.0
83107  20.5  16.7  30.4   0.0
83108  18.1  18.4  29.7   0.0
83109  17.7  19.0  29.5  10.9
83110  17.7  19.0  29.7   3.0
83111  17.3  19.1  29.6   0.0
83112  19.2  18.4  29.8   0.0
83113  15.4  19.1  28.7   1.9
83114  20.0  17.3  29.4   0.0
83115  22.8  17.0  29.6   0.0
83116  18.1  18.0  29.5   0.0
83117  16.4  18.7  29.4   0.0
83118  17.9  17.7  30.3   0.0
83119  17.1  18.5  31.0   4.6
83120  16.6  18.1  29.8   0.0
83121  18.6  18.0  29.9   0.0
83122  18.6  18.2  30.7   0.0
83123  18.2  18.7  31.1   0.7
83124  19.9  17.6  31.0   0.0
83125  22.6  17.3  31.1   0.0
83126  22.7  16.1  31.6   0.0
83127  22.8  15.6  30.9   0.0
83128  23.7  16.6  30.2   0.0
83129  21.3  14.3  30.6   0.0
83130  14.9  18.4  30.2   0.0
83131  11.8  18.3  28.5   0.0
83132  12.3  20.0  28.3   4.6
83133  14.7  18.8  29.4   0.0
83134  18.0  18.4  29.3   0.0
83135  16.3  16.9  28.8   0.0
83136  16.3  17.0  29.6   0.0
83137  14.1  17.0  28.6   0.0
83138  13.4  15.2  28.7   0.0
83139  16.5  16.4  29.9   0.0
83140  16.7  16.1  29.6   0.0
83141  16.5  15.9  29.2   0.0
83142  19.3  16.9  29.5   0.0
83143  20.5  16.2  30.3   0.0
83144  14.6  16.8  29.2   0.0
83145  16.1  16.8  29.7   0.0
83146  17.2  15.9  29.8   0.0
83147  18.0  15.6  29.6   0.0
83148  19.2  13.9  30.2   0.0
83149  20.4  16.6  30.0   0.0
83150  18.2  15.2  28.7   0.0
83151  15.6  15.5  28.8   0.0
83152  16.1  16.2  29.3   0.0
83153  18.7  14.7  30.0   0.0
83154  16.4  15.6  29.7   0.0
83155  18.2  14.3  31.8   0.0
83156  17.5  16.2  33.8   0.0
83157  16.0  16.1  32.2   0.0
83158  19.4  14.4  31.2   0.0
83159  20.9  12.6  30.6   0.0
83160  20.2  13.5  30.6   0.0
83161  19.5  12.9  31.1   0.0
83162  21.1  13.5  31.6   0.0
83163  18.9  14.2  31.7   0.0
83164  20.7  13.2  31.0   0.0
83165  22.3  11.7  31.9   0.0
83166  19.4  14.2  32.2   0.0
83167  13.3  17.7  30.6   0.0
83168  13.7  18.7  30.4   2.8
83169  12.1  16.6  26.9   2.2
83170  16.7  14.3  28.0   0.0
83171  17.9  10.2  27.8   0.0
83172  19.7  10.3  29.6   0.0
83173  18.2  12.5  29.4   0.0
83174  17.2  13.3  29.6   0.0
83175  21.5  12.7  30.6   0.0
83176  19.7  12.9  31.2   0.0
83177  18.5  12.1  30.9   0.0
83178  19.2  11.8  31.1   0.0
83179  19.4  12.1  30.2   0.0
83180  17.0  14.7  30.4   0.0
83181  18.5  13.4  29.8   0.0
83182  21.5  11.1  29.0   0.0
83183  20.6  11.1  29.7   0.0
83184  20.5  11.3  30.0   0.0
83185  20.0  12.7  30.0   0.0
83186  18.6  11.3  30.3   0.0
83187  22.7   9.9  29.3   0.0
83188  22.0  10.2  29.1   0.0
83189  21.8  10.9  28.3   0.0
83190  22.1  10.4  29.7   0.1
83191  20.1  11.7  30.3   0.0
83192  18.8  11.8  30.1   0.0
83193  18.3  12.8  29.6   0.0
83194  15.6  14.1  28.9   0.0
83195  16.0  12.6  28.2   0.0
83196  18.8  10.9  28.3   0.0
83197  18.8   9.0  28.7   0.0
83198  17.4   9.5  27.9   0.0
83199  14.1  11.3  26.3   0.0
83200  17.3   9.9  28.8   0.0
83201  17.6  13.1  29.6   0.0
83202  15.2  13.7  28.9   0.0
83203  19.6  11.0  29.5   0.0
83204  18.7  12.4  30.7   0.0
83205  11.3  14.5  28.4   0.0
83206  15.4  13.2  28.7   0.0
83207  21.5  10.4  28.9   0.0
83208  22.1   8.5  30.7   0.0
83209  21.3  10.3  31.2   0.0
83210  21.6  10.4  31.8   0.0
83211  22.5  10.0  31.8   0.0
83212  22.5   9.4  31.1   0.0
83213  22.2  12.3  28.8   0.0
83214  23.8  10.8  28.8   0.0
83215  22.5  12.8  30.1   0.0
83216  23.7  11.9  29.9   0.0
83217  24.0   9.4  29.7   0.0
83218  22.8   9.8  30.3   0.0
83219  23.3  11.0  29.8   0.0
83220  22.9  11.3  30.5   0.0
83221  21.7  11.0  30.5   0.0
83222  20.3  12.0  29.4   0.1
83223  19.7  11.8  31.1   0.0
83224  20.4  14.2  32.2   0.0
83225  22.0  13.1  30.8   0.0
83226  25.4  12.0  30.8   0.0
83227  25.0   9.0  30.1   0.0
83228  22.5  13.9  30.4   0.0
83229  24.5  11.5  30.9   0.0
83230  22.8  10.8  30.7   0.0
83231  24.1  11.2  29.0   0.0
83232  17.1  11.5  28.7   0.2
83233  16.8  13.6  28.5   0.0
83234  20.8  15.1  29.0   0.0
83235  24.7  11.1  31.1   0.0
83236  23.7  10.9  31.5   0.0
83237  23.6  11.6  31.8   0.0
83238  24.1  11.9  31.4   0.0
83239  22.0  13.6  30.9   0.0
83240  18.7  13.5  30.8   0.0
83241  24.1  11.4  32.4   0.0
83242  25.0  11.0  31.8   0.0
83243  22.2  10.8  32.6   0.0
83244  21.9  12.3  32.3   0.0
83245  20.7  13.3  30.7   0.0
83246  20.4  13.6  31.8   0.0
83247  22.3  13.0  32.1   0.0
83248  24.2  11.9  31.4   0.0
83249  19.8  15.4  29.9   0.0
83250  21.7  14.7  30.9   0.0
83251  21.6  15.8  30.4   0.0
83252  26.0  13.2  29.8   0.0
83253  24.2  12.2  29.5   0.0
83254  26.5  14.3  29.7   0.0
83255  26.5  11.6  29.4   0.0
83256  24.9  12.6  29.7   0.0
83257  23.4  13.3  30.0   0.0
83258  24.7  13.6  30.5   0.0
83259  26.0  13.2  31.1   0.0
83260  22.6  12.7  31.8   0.0
83261  20.1  14.3  29.3   0.0
83262  24.4  12.4  30.4   0.0
83263  18.8  14.5  29.9   0.0
83264  20.4  14.6  30.3   0.0
83265  21.8  15.2  31.3   0.0
83266  22.5  14.6  31.9   0.0
83267  23.3  15.2  31.1   0.0
83268  22.6  14.1  30.0   0.0
83269  21.3  15.0  29.9   0.3
83270  21.5  15.9  30.7   0.0
83271  16.7  17.3  29.2   0.0
83272  24.7  14.4  30.7   0.0
83273  26.4  14.8  31.5   0.0
83274  26.2  14.7  31.6   0.0
83275  25.7  14.6  33.0   0.0
83276  25.2  16.5  32.3   0.0
83277  25.4  15.5  31.9   0.0
83278  24.9  15.0  30.6   0.0
83279  25.5  15.6  31.0   0.0
83280  26.3  14.0  31.1   0.0
83281  25.3  15.6  31.1   0.0
83282  25.8  15.4  31.6   0.0
83283  26.8  16.0  33.0   0.0
83284  25.4  16.6  32.2   0.0
83285  27.8  15.1  32.6   0.0
83286  27.2  15.9  34.0   0.0
83287  25.8  14.6  34.0   0.0
83288  24.1  16.6  33.0   0.0
83289  25.1  16.2  33.9   0.0
83290  25.6  16.5  33.5   0.0
83291  25.8  16.6  32.8   0.0
83292  28.2  14.9  33.5   0.0
83293  29.6  13.9  33.4   0.0
83294  25.6  15.3  33.5   0.0
83295  25.9  15.0  33.2   0.0
83296  22.7  17.7  32.1   0.0
83297  16.2  20.9  31.1   0.0
83298  21.5  19.2  32.2   0.0
83299  27.8  17.4  34.4   0.0
83300  27.6  16.2  36.1   0.0
83301  24.7  17.7  34.9   0.0
83302  21.5  19.3  35.0   0.0
83303  21.9  20.5  33.6   0.1
83304  21.3  21.3  33.3   6.6
83305  21.4  20.4  33.7   0.0
83306  22.3  19.9  33.7   0.0
83307  26.2  17.1  34.2   0.0
83308  27.7  17.5  35.4   0.0
83309  26.7  18.2  36.1   0.0
83310  27.8  17.3  35.9   0.0
83311  26.5  19.3  36.0   0.0
83312  26.5  19.7  35.9   0.0
83313  20.9  22.0  33.5   8.3
83314  19.9  20.7  31.1   8.2
83315  18.3  21.6  32.1   1.3
83316  23.5  19.9  32.8   0.0
83317  22.8  19.9  33.0   0.0
83318  24.0  19.9  33.3   0.0
83319  27.2  19.9  35.4   0.0
83320  22.5  20.9  35.0   0.3
83321  21.9  20.9  35.3   3.4
83322  16.5  23.3  33.5   3.5
83323  23.2  21.5  33.4   0.1
83324  29.2  19.5  33.6   0.0
83325  28.4  18.6  34.3   0.0
83326  29.2  17.8  35.1   0.0
83327  27.1  18.8  34.0   0.0
83328  22.8  20.2  33.2   0.0
83329  22.3  20.1  33.1   0.0
83330  22.2  20.0  33.0   0.0
83331  20.5  20.6  32.5   0.0
83332  27.3  19.3  34.6   0.0
83333  25.0  18.5  33.4   0.0
83334  25.2  19.4  36.4   1.1
83335  22.5  19.0  33.1   0.3
83336  21.3  20.4  37.8  19.7
83337  21.5  20.8  31.7  33.6
83338  12.1  20.8  27.3   7.7
83339  17.3  21.3  28.8   9.0
83340  19.3  21.2  29.3   0.3
83341  22.6  20.7  30.8   0.0
83342  24.0  19.3  30.7   0.0
83343  22.5  21.1  31.5   0.0
83344  25.9  19.6  30.8   0.0
83345  24.5  19.7  31.0   0.0
83346  25.1  19.1  31.4   0.0
83347  22.6  21.3  32.7   0.2
83348  27.7  20.2  32.6   0.0
83349  28.4  19.1  32.8   0.1
83350  26.7  20.5  33.0   0.0
83351  24.2  21.7  33.2   0.9
83352  21.7  21.5  32.4  27.8
83353  19.0  21.6  31.4  14.5
83354  23.2  21.4  32.1   0.9
83355  20.9  21.3  29.8  17.7
83356  18.9  20.8  29.1  11.3
83357  17.0  21.3  28.8   4.8
83358  20.5  20.9  29.8  16.8
83359  22.1  20.6  29.2  15.8
83360  22.9  20.8  29.5   7.4
83361  19.3  20.9  28.2  10.5
83362  18.9  20.7  29.3   2.3
83363  22.3  20.5  30.3   0.7
83364  21.8  21.0  29.8   0.3
83365  19.3  21.2  30.3  15.9
84001  18.3  20.3  28.4   8.6
84002  11.7  21.5  27.6  21.1
84003  14.1  21.1  27.5  17.3
84004  19.9  20.1  28.1   5.3
84005  11.8  19.1  25.7  14.6
84006  16.0  18.8  27.3  11.5
84007  25.3  18.7  28.7   0.0
84008  27.6  17.1  29.1   0.0
84009  19.0  20.8  30.5  10.2
84010  19.7  19.6  27.8   3.7
84011  19.9  20.7  30.1   5.3
84012  20.1  20.7  28.1  13.3
84013  19.4  21.0  28.5  16.5
84014  20.5  20.4  29.3  11.2
84015  24.2  20.4  31.5   0.0
84016  24.6  20.2  30.9   0.0
84017  21.4  20.9  29.4   5.6
84018  21.3  21.3  29.1   7.7
84019  22.4  21.5  30.8   2.0
84020  27.1  20.9  31.1   0.0
84021  27.0  20.1  32.0   0.0
84022  25.4  20.8  32.7   0.0
84023  26.9  20.1  32.1   0.0
84024  25.2  20.4  31.3   0.0
84025  24.7  20.8  32.1   0.0
84026  24.9  20.7  32.7   0.0
84027  25.8  21.6  33.1   0.0
84028  26.5  20.2  33.7   0.0
84029  25.7  21.1  34.1   0.4
84030  21.1  22.2  33.7  22.2
84031  20.9  21.8  31.1   5.0
84032  19.3  22.9  31.5  15.8
84033  21.3  22.3  31.4   7.5
84034  23.0  21.3  32.8   6.9
84035  21.5  22.5  31.1   4.0
84036  19.7  21.4  30.3   0.1
84037  22.3  21.2  31.4   0.5
84038  24.4  21.2  32.2   0.0
84039  22.7  21.9  33.3   8.6
84040  16.7  22.4  31.0  21.5
84041  12.3  22.7  27.4  12.8
84042  19.6  22.0  31.3  12.6
84043  18.6  22.2  31.6   7.0
84044  15.3  22.2  29.7  16.4
84045  18.8  22.4  31.5  12.3
84046  16.7  22.6  32.7   6.5
84047  17.4  21.8  29.6  12.6
84048  17.5  22.6  29.7  16.7
84049  12.7  22.2  28.4  37.4
84050  17.9  22.1  30.9   8.4
84051  16.0  21.8  30.3   8.1
84052  15.2  22.7  29.9  19.5
84053  18.7  21.8  30.2   6.0
84054  18.9  22.2  31.7   8.5
84055  17.4  22.1  30.8  10.9
84056  20.8  21.7  30.4   5.0
84057  19.1  22.8  32.1   0.6
84058  17.4  22.3  32.0   0.8
84059  22.3  21.8  31.1   5.6
84060  20.0  22.3  32.0   6.4
84061  18.1  22.4  33.8   4.8
84062  14.4  22.4  34.5   0.0
84063  16.1  22.4  33.4   0.0
84064  17.8  22.6  32.3   5.1
84065  18.9  22.0  30.6   7.5
84066  20.2  20.9  30.9   9.9
84067  22.9  21.6  33.3   3.1
84068  24.0  22.5  33.8   0.0
84069  23.5  20.4  32.0   0.0
84070  24.7  19.4  33.0   0.0
84071  24.3  18.4  33.3   0.0
84072  22.1  19.2  31.3   0.0
84073  20.6  20.9  31.4   7.1
84074  22.0  21.2  29.7  10.9
84075  17.8  21.1  29.5   9.1
84076  18.1  21.4  28.9  15.7
84077  18.5  20.8  27.7  14.5
84078  20.6  20.8  31.0   4.9
84079  23.4  18.9  31.5   0.0
84080  26.8  18.2  32.3   0.0
84081  26.1  17.9  32.7   0.0
84082  22.2  18.7  31.9   0.0
84083  21.5  20.5  32.4   7.6
84084  19.6  20.9  31.9   3.9
84085  18.3  21.8  29.9  10.8
84086  21.1  20.4  31.9   0.0
84087  24.2  19.6  33.2   0.0
84088  22.4  20.0  33.4   0.0
84089  20.3  21.6  31.2   5.4
84090  21.9  21.1  32.9   0.0
84091  20.4  19.6  31.8   0.0
84092  20.5  20.0  34.6   0.0
84093  23.1  20.1  34.1   3.2
84094  18.4  21.9  30.9   8.2
84095  13.9  22.2  30.5  20.5
84096  21.1  21.7  31.6   4.4
84097  21.1  19.7  32.0   5.5
84098  22.1  18.3  32.8   0.0
84099  24.9  18.4  33.7   0.0
84100  23.3  19.1  33.7   0.0
84101  20.9  19.0  33.1   9.3
84102  18.7  19.9  32.7   4.2
84103  22.2  17.9  33.7   0.0
84104  20.3  19.8  33.5   0.0
84105  18.7  19.9  33.0   0.0
84106  17.3  20.2  33.0   0.0
84107  20.3  19.2  33.2   0.0
84108  18.4  21.5  31.8   0.0
84109  13.1  21.5  31.2   0.0
84110   9.0  21.6  28.3  19.5
84111  13.7  20.8  29.7   8.9
84112  18.6  20.7  30.8   0.0
84113  17.3  19.7  31.1   0.0
84114  20.4  18.0  32.1   0.0
84115  20.3  18.9  32.6   8.3
84116  16.6  19.9  31.1   0.0
84117  14.3  21.2  30.4   0.0
84118  14.6  18.4  31.4   0.0
84119  17.4  20.2  31.7   0.2
84120  17.8  19.4  33.3   0.0
84121  18.2  18.6  33.1   0.0
84122  16.3  20.2  32.5   4.8
84123  17.5  19.6  31.3   0.0
84124  19.4  18.3  31.9   8.4
84125  20.1  18.0  32.6   0.0
84126  23.4  17.4  32.8   0.0
84127  17.0  18.5  32.4   9.0
84128  18.3  19.4  32.8   0.0
84129  13.9  21.4  31.8   7.4
84130  22.2  19.3  34.1   0.0
84131  22.5  17.6  35.1   0.0
84132  20.8  17.4  33.9   0.0
84133  17.2  19.4  33.3   0.1
84134  17.9  18.4  31.9   0.0
84135  13.9  19.3  30.5   0.0
84136  17.5  17.2  32.3   0.0
84137  17.7  17.9  34.0   0.0
84138  18.5  18.4  32.4   0.0
84139  17.5  16.4  32.7   0.0
84140  19.5  17.9  31.7   0.0
84141  20.8  19.7  33.8   0.0
84142  19.4  17.3  33.8   0.2
84143  16.7  18.0  32.6   0.0
84144  17.7  19.8  33.1   0.0
84145  19.3  17.5  33.5   4.7
84146  19.5  16.3  34.0   0.0
84147  21.1  16.1  33.5   0.0
84148  19.1  14.5  32.5   0.0
84149  17.7  15.6  32.3   0.0
84150  20.8  15.1  33.7   0.0
84151  22.5  14.0  34.1   0.0
84152  22.0  14.3  34.3   0.0
84153  22.2  14.0  35.4   0.0
84154  18.8  15.4  34.5   0.0
84155  16.9  17.1  33.6   0.0
84156  21.9  14.2  32.7   0.0
84157  22.0  13.3  32.5   0.0
84158  20.3  13.8  32.0   0.0
84159  21.3  14.3  32.6   0.0
84160  21.9  14.4  33.2   0.1
84161  21.9  11.7  34.4   0.0
84162  22.3  12.1  34.0   0.0
84163  21.5  14.3  32.5   0.0
84164  20.3  13.6  31.8   0.0
84165  22.0  10.3  32.8   0.0
84166  21.3  11.3  33.3   0.0
84167  15.0  13.7  30.5   0.0
84168  21.8  12.2  31.2   0.0
84169  18.9  10.6  31.3   0.0
84170  19.5  11.2  30.6   0.0
84171  18.0  12.6  30.6   0.0
84172  19.1  11.8  31.1   0.0
84173  19.4  11.0  32.6   0.0
84174  20.6  11.7  33.3   0.0
84175  18.6  12.2  33.7   0.0
84176  20.4  13.1  32.0   0.0
84177  17.7  11.2  31.1   0.0
84178  17.6  11.5  32.3   0.0
84179  17.3  13.0  34.4   0.0
84180  17.5  14.3  35.1   0.0
84181  16.2  13.7  34.5   0.0
84182  15.1  14.3  32.7   0.0
84183  18.2  12.4  32.8   0.0
84184  17.6  12.6  32.6   0.0
84185  18.3  12.2  32.4   0.0
84186  18.2  11.7  31.6   0.0
84187  17.4  12.3  30.3   0.2
84188  14.6  12.7  28.1   0.0
84189  14.8  14.5  28.6   0.0
84190  16.6  14.7  29.8   0.0
84191  18.9  13.7  32.2   0.0
84192  19.5  12.2  33.3   0.0
84193  17.3  13.7  34.2   0.0
84194  19.0  12.7  34.9   0.0
84195  18.4  12.6  32.6   0.0
84196  17.4  14.4  31.2   0.0
84197  20.7  12.0  31.6   0.0
84198  19.4  12.4  31.7   0.0
84199  14.3  13.7  29.8   0.0
84200  14.5  14.8  30.5   0.0
84201  18.3  12.9  34.3   0.0
84202  18.1  14.9  34.0   0.0
84203  20.8  14.9  35.7   0.0
84204  20.2  13.4  35.6   0.0
84205  17.8  12.7  32.5   0.0
84206  17.9  14.9  30.9   0.0
84207  17.1  13.1  29.3   0.0
84208  22.0  11.1  29.7   0.0
84209  21.5   9.8  30.6   0.0
84210  17.8  14.3  29.6   0.0
84211  20.4  11.9  30.7   0.0
84212  19.8   9.9  31.1   0.0
84213  21.4  10.3  33.2   0.0
84214  17.8  13.3  31.1   0.0
84215  17.8  14.8  30.9   0.0
84216  17.4  13.2  30.6   0.0
84217  19.0  13.1  31.5   0.0
84218  20.0  13.6  32.4   0.0
84219  22.0  11.1  33.3   0.0
84220  20.3  14.6  30.0   0.0
84221  19.4  12.4  29.7   0.0
84222  20.2  13.8  30.5   0.0
84223  19.7  14.2  31.7   0.0
84224  15.6  17.4  30.9   0.1
84225  17.4  17.4  31.0   0.0
84226  14.4  15.1  28.9   0.0
84227  13.7  13.4  28.4   0.0
84228  17.9  14.7  29.0   0.0
84229  18.8  18.4  29.3   0.0
84230  17.7  16.1  29.6   0.5
84231  22.9  14.1  31.0   0.0
84232  24.7  11.9  32.5   0.0
84233  23.9  11.8  32.8   0.0
84234  24.4  11.7  32.3   0.0
84235  23.0  11.8  30.3   0.0
84236  18.8  15.3  29.9   0.0
84237  22.1  12.4  31.5   0.0
84238  21.9  13.5  31.6   0.0
84239  23.0  13.1  31.6   0.0
84240  24.5  12.7  31.1   0.6
84241  24.0  10.4  32.2   0.0
84242  20.6  12.4  32.8   0.0
84243  14.2  14.6  28.8   0.0
84244  18.2  15.0  30.4   0.0
84245  21.1  14.5  31.4   0.0
84246  21.1  15.0  32.0   0.0
84247  19.2  16.0  32.0   0.0
84248  20.6  15.0  33.2   0.0
84249  21.3  13.5  33.4   0.0
84250  22.2  13.5  34.9   0.0
84251  21.0  15.2  33.9   0.0
84252  23.9  14.6  33.8   0.0
84253  23.5  15.7  31.3   0.0
84254  18.8  15.6  30.4   0.0
84255  22.9  16.1  31.7   0.0
84256  23.0  14.6  32.6   0.0
84257  22.9  15.5  33.0   0.0
84258  21.5  15.9  33.5   0.0
84259  22.3  15.1  33.3   0.0
84260  21.4  14.8  32.9   0.0
84261  21.0  16.1  32.6   0.0
84262  22.0  15.4  33.9   0.0
84263  25.9  13.2  33.6   0.0
84264  25.3  12.0  34.0   0.0
